SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
19140,04/27/2020,,Venezuela,2020-04-28 02:31:20,329.0,10.0,142.0
19461,04/28/2020,,Venezuela,2020-04-29 02:32:29,329.0,10.0,142.0
19782,04/29/2020,,Venezuela,2020-04-30 02:32:27,331.0,10.0,142.0
20105,04/30/2020,,Venezuela,2020-05-01 02:32:28,333.0,16.0,142.0
20428,05/01/2020,,Venezuela,2020-05-02 02:32:27,335.0,10.0,148.0
20751,05/02/2020,,Venezuela,2020-05-03 02:32:28,345.0,10.0,148.0
21074,05/03/2020,,Venezuela,2020-05-04 02:32:28,357.0,10.0,158.0
21397,05/04/2020,,Venezuela,2020-05-05 02:32:34,357.0,10.0,158.0
21720,05/05/2020,,Venezuela,2020-05-06 02:32:31,361.0,10.0,158.0
22043,05/06/2020,,Venezuela,2020-05-07 02:32:28,379.0,10.0,176.0
22366,05/07/2020,,Venezuela,2020-05-08 02:32:32,381.0,10.0,185.0
22689,05/08/2020,,Venezuela,2020-05-09 02:32:35,388.0,10.0,190.0
23012,05/09/2020,,Venezuela,2020-05-10 02:32:30,402.0,10.0,190.0
23335,05/10/2020,,Venezuela,2020-05-11 02:32:30,414.0,10.0,193.0
23658,05/11/2020,,Venezuela,2020-05-12 03:32:27,422.0,10.0,205.0
23981,05/12/2020,,Venezuela,2020-05-13 03:32:26,423.0,10.0,220.0
24305,05/13/2020,,Venezuela,2020-05-14 03:32:28,423.0,10.0,220.0
24626,05/14/2020,,Venezuela,2020-05-15 02:33:02,455.0,10.0,220.0
25003,05/15/2020,,Venezuela,2020-05-16 02:32:19,459.0,10.0,229.0
25380,05/16/2020,,Venezuela,2020-05-17 02:32:32,504.0,10.0,241.0
25757,05/17/2020,,Venezuela,2020-05-18 02:32:21,541.0,10.0,241.0
26134,05/18/2020,,Venezuela,2020-05-19 02:32:18,618.0,10.0,253.0
26511,05/19/2020,,Venezuela,2020-05-20 02:32:19,749.0,10.0,253.0
26886,05/20/2020,,Venezuela,2020-05-21 02:32:48,824.0,10.0,262.0
27338,05/21/2020,,Venezuela,2020-05-22 02:36:51,882.0,10.0,262.0
27790,05/22/2020,,Venezuela,2020-05-23 02:32:42,944.0,10.0,262.0
28242,05/23/2020,,Venezuela,2020-05-24 02:32:43,1010.0,10.0,262.0
28694,05/24/2020,,Venezuela,2020-05-25 02:32:44,1121.0,10.0,262.0
29146,05/25/2020,,Venezuela,2020-05-26 02:32:35,1177.0,10.0,302.0
29598,05/26/2020,,Venezuela,2020-05-27 02:32:31,1211.0,11.0,302.0
30050,05/27/2020,,Venezuela,2020-05-28 02:32:31,1245.0,11.0,302.0
30499,05/28/2020,,Venezuela,2020-05-29 02:32:50,1325.0,11.0,302.0
31052,05/29/2020,,Venezuela,2020-05-30 02:32:48,1370.0,14.0,302.0
31606,05/30/2020,,Venezuela,2020-05-31 02:32:45,1459.0,14.0,302.0
32161,05/31/2020,,Venezuela,2020-06-01 02:32:46,1510.0,14.0,302.0
32714,06/01/2020,,Venezuela,2020-06-02 02:33:08,1662.0,17.0,302.0
33378,06/02/2020,,Venezuela,2020-06-03 02:33:13,1819.0,18.0,334.0
34041,06/03/2020,,Venezuela,2020-06-04 02:33:14,1952.0,20.0,334.0
34705,06/04/2020,,Venezuela,2020-06-05 02:33:06,2087.0,20.0,334.0
35368,06/05/2020,,Venezuela,2020-06-06 02:33:00,2145.0,20.0,334.0
36052,06/06/2020,,Venezuela,2020-06-07 03:53:30,2316.0,22.0,385.0
36736,06/07/2020,,Venezuela,2020-06-08 03:33:22,2377.0,22.0,487.0
37420,06/08/2020,,Venezuela,2020-06-09 03:33:03,2473.0,22.0,487.0
38104,06/09/2020,,Venezuela,2020-06-10 04:07:00,2632.0,23.0,487.0
38786,06/10/2020,,Venezuela,2020-06-11 03:33:41,2738.0,23.0,487.0
39510,06/11/2020,,Venezuela,2020-06-12 05:09:52,2814.0,23.0,487.0
40239,06/12/2020,,Venezuela,2020-06-13 03:33:14,2879.0,23.0,487.0
40968,06/13/2020,,Venezuela,2020-06-14 03:33:15,2904.0,24.0,487.0
41697,06/14/2020,,Venezuela,2020-06-15 03:33:14,2978.0,25.0,835.0
42426,06/15/2020,,Venezuela,2020-06-16 04:33:09,3062.0,26.0,835.0
43155,06/16/2020,,Venezuela,2020-06-17 04:33:21,3150.0,27.0,835.0
43884,06/17/2020,,Venezuela,2020-06-18 04:33:18,3386.0,28.0,835.0
44613,06/18/2020,,Venezuela,2020-06-19 04:33:17,3483.0,28.0,835.0
45342,06/19/2020,,Venezuela,2020-06-20 04:33:19,3591.0,30.0,835.0
46071,06/20/2020,,Venezuela,2020-06-21 04:33:19,3789.0,33.0,835.0
46800,06/21/2020,,Venezuela,2020-06-22 04:33:20,3917.0,33.0,835.0
47529,06/22/2020,,Venezuela,2020-06-23 04:33:22,4048.0,35.0,1327.0
48258,06/23/2020,,Venezuela,2020-06-24 04:33:28,4187.0,35.0,1327.0
48987,06/24/2020,,Venezuela,2020-06-25 05:26:54,4366.0,38.0,1327.0
49716,06/25/2020,,Venezuela,2020-06-26 04:33:43,4563.0,39.0,1327.0
50445,06/26/2020,,Venezuela,2020-06-27 04:33:35,4779.0,41.0,1327.0
51174,06/27/2020,,Venezuela,2020-06-28 04:34:04,5130.0,42.0,1327.0
51903,06/28/2020,,Venezuela,2020-06-29 04:33:44,5297.0,44.0,1649.0
52632,06/29/2020,,Venezuela,2020-06-30 04:33:48,5530.0,48.0,1649.0
53361,06/30/2020,,Venezuela,2020-07-01 04:33:52,5832.0,51.0,1649.0
54090,07/01/2020,,Venezuela,2020-07-02 04:33:46,6062.0,54.0,1649.0
54819,07/02/2020,,Venezuela,2020-07-03 04:33:54,6273.0,57.0,2100.0
55548,07/03/2020,,Venezuela,2020-07-04 04:33:51,6537.0,59.0,2100.0
56277,07/04/2020,,Venezuela,2020-07-05 04:33:46,6750.0,62.0,2100.0
57006,07/05/2020,,Venezuela,2020-07-06 04:33:57,7169.0,65.0,2100.0
57735,07/06/2020,,Venezuela,2020-07-07 04:34:00,7411.0,68.0,2100.0
58464,07/07/2020,,Venezuela,2020-07-08 05:33:48,7693.0,71.0,2100.0
59193,07/08/2020,,Venezuela,2020-07-09 04:34:23,8008.0,75.0,2100.0
